Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
ELC,"Entergy Louisiana, Inc.",25,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elc
ELJ,"Entergy Louisiana, Inc.",25.25,0,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elj
ELU,"Entergy Louisiana, Inc.",25.0722,0,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elu
EMP,"Entergy Mississippi, Inc.",25.05,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/emp
ENJ,"Entergy New Orleans, Inc.",25.078,0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/enj
ENO,"Entergy New Orleans, Inc.",25.9242,0,n/a,2016,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/eno
EZT,Entergy Texas Inc,26.59,0,n/a,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ezt
EPD,Enterprise Products Partners L.P.,24.28,52267619662,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/epd
EVC,Entravision Communications Corporation,6.2,558030032.8,n/a,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/evc
ENV,"Envestnet, Inc",49.55,2195351944,n/a,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/env
EVHC,Envision Healthcare Corporation,29.05,3514640569,n/a,2016,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/evhc
EVA,"Enviva Partners, LP",28.45,748732960.4,n/a,2015,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/eva
ENZ,"Enzo Biochem, Inc.",9.1,423585871.8,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/enz
EOG,"EOG Resources, Inc.",101.64,58770202537,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eog
EPE,EP Energy Corporation,2.49,636508130,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/epe
EPAM,"EPAM Systems, Inc.",103.7,5476665168,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/epam
EPR,EPR Properties,67.67,4984981265,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/epr
EPR^C,EPR Properties,27.17,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^c
EPR^E,EPR Properties,35.6599,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^e
EPR^F,EPR Properties,25.36,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^f
EQT,EQT Corporation,59.03,15657294290,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eqt
EQGP,"EQT GP Holdings, LP",26.24,6984169600,n/a,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqgp
EQM,"EQT Midstream Partners, LP",67.79,5462637375,n/a,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqm
EFX,"Equifax, Inc.",111.37,13373240105,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/efx
EQC,Equity Commonwealth,30.17,3743778495,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqc
EQC^D,Equity Commonwealth,26.38,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqc^d
EQCO,Equity Commonwealth,25.19,0,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqco
ELS,"Equity Lifestyle Properties, Inc.",89.08,7824497334,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/els
EQR,Equity Residential,68.32,25106560580,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqr
EQS,"Equus Total Return, Inc.",2.44,32984276.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqs
ERA,"Era Group, Inc.",10.31,219898412.4,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/era
EROS,Eros International PLC,13,805894375,n/a,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/eros
ESE,ESCO Technologies Inc.,59.55,1538367179,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ese
ESNT,Essent Group Ltd.,44.8,4409847949,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esnt
ESS,"Essex Property Trust, Inc.",250.85,16565388725,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ess
EL,"Estee Lauder Companies, Inc. (The)",124.69,45915486742,n/a,1995,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/el
ESL,Esterline Technologies Corporation,71.25,2135711483,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esl
ETH,Ethan Allen Interiors Inc.,28.35,778801772.7,n/a,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/eth
EURN,Euronav NV,8.45,1336507212,n/a,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/eurn
EEA,"European Equity Fund, Inc. (The)",9.55,77092375,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eea
EVR,Evercore Inc.,82.75,3195599615,n/a,2006,Finance,Investment Managers,http://www.nasdaq.com/symbol/evr
RE,"Everest Re Group, Ltd.",226.32,9294892241,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/re
EVRI,Everi Holdings Inc.,8.65,582724368.4,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/evri
ES,Eversource Energy,64.21,20347237732,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/es
EVTC,"Evertec, Inc.",13.5,977266390.5,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/evtc
EVH,"Evolent Health, Inc",11.15,862311118,n/a,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/evh
AQUA,Evoqua Water Technologies Corp.,20.8,2356270946,n/a,2017,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aqua
XCO,EXCO Resources NL,0.83,17953624.59,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xco
EXC,Exelon Corporation,41.26,39644773036,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/exc
EXPR,"Express, Inc.",7.71,607564877.2,n/a,2010,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/expr
STAY,"Extended Stay America, Inc.",16.46,3165158137,n/a,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/stay
EXTN,Exterran Corporation,30,1073645700,n/a,2015,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/extn
EXR,Extra Space Storage Inc,87.2,10987880422,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/exr
XOM,Exxon Mobil Corporation,80.24,3.39985E+11,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/xom
FNB,F.N.B. Corporation,13.25,4283858905,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnb
FNB^E,F.N.B. Corporation,28.91,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnb^e
FN,Fabrinet,32.17,1209227514,n/a,2010,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/fn
FDS,FactSet Research Systems Inc.,196.09,7669030093,n/a,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fds
FICO,Fair Isaac Corporation,152.7,4579506747,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fico
FMSA,Fairmount Santrol Holdings Inc.,4.9,1098052652,n/a,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/fmsa
SFUN,Fang Holdings Limited,4.7,2044769310,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/sfun
FPI,Farmland Partners Inc.,9.01,291359118.1,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fpi
FPI^B,Farmland Partners Inc.,26.48,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpi^b
FBK,FB Financial Corporation,40.14,1225357955,n/a,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fbk
FFG,"FBL Financial Group, Inc.",74.4,1855053144,n/a,1996,Finance,Life Insurance,http://www.nasdaq.com/symbol/ffg
FCB,"FCB Financial Holdings, Inc.",47.8,2094904836,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/fcb
AGM,Federal Agricultural Mortgage Corporation,71.33,757385078.5,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/agm
AGM.A,Federal Agricultural Mortgage Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm.a
AGM^A,Federal Agricultural Mortgage Corporation,25.36,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^a
AGM^B,Federal Agricultural Mortgage Corporation,26.61,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^b
AGM^C,Federal Agricultural Mortgage Corporation,27.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^c
FRT,Federal Realty Investment Trust,132.5,9612460275,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/frt
FRT^C,Federal Realty Investment Trust,24.61,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frt^c
FSS,Federal Signal Corporation,20.71,1242265181,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fss
FII,"Federated Investors, Inc.",30.92,3119911175,n/a,1998,Finance,Investment Managers,http://www.nasdaq.com/symbol/fii
FMN,Federated Premier Municipal Income Fund,14.3,88515269.7,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/fmn
FDX,FedEx Corporation,216,57919896288,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/fdx
RACE,Ferrari N.V.,109.17,26795328139,n/a,2015,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/race
FGP,"Ferrellgas Partners, L.P.",4.65,451759892.3,n/a,1994,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fgp
FOE,Ferro Corporation,23.91,2005027780,n/a,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/foe
FCAU,Fiat Chrysler Automobiles N.V.,17.36,33786656214,n/a,2014,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fcau
FBR,Fibria Celulose S.A.,16.06,8896190415,n/a,1997,Basic Industries,Paper,http://www.nasdaq.com/symbol/fbr
FGL,Fidelity and Guaranty Life,31.25,1843719625,n/a,2013,Finance,Life Insurance,http://www.nasdaq.com/symbol/fgl
FNF,"Fidelity National Financial, Inc.",39.91,13512131345,n/a,2014,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fnf
FIS,"Fidelity National Information Services, Inc.",92.06,30735938805,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fis
FMO,Fiduciary/Claymore MLP Opportunity Fund,10.91,385775876.2,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/fmo
FAC,First Acceptance Corporation,1.26,51911816.04,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fac
FAF,First American Corporation (The),54.46,6035113371,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/faf
FBP,First BanCorp.,4.91,1061585350,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbp
FCFS,"First Cash, Inc.",65.35,3083649995,n/a,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FCF,First Commonwealth Financial Corporation,14.22,1385869810,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcf
FDC,First Data Corporation,16.73,15449597121,n/a,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fdc
FHN,First Horizon National Corporation,18.4,4309841476,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fhn
FHN^A,First Horizon National Corporation,25.4701,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhn^a
FR,"First Industrial Realty Trust, Inc.",32.13,3850683821,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fr
AG,First Majestic Silver Corp.,6.79,1124723874,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ag
FRC,FIRST REPUBLIC BANK,92.31,14821321201,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc
FRC^C,FIRST REPUBLIC BANK,25.3,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^c
FRC^D,FIRST REPUBLIC BANK,25.38,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^d
FRC^E,FIRST REPUBLIC BANK,26.522,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^e
FRC^F,FIRST REPUBLIC BANK,26.09,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^f
FRC^G,FIRST REPUBLIC BANK,26.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^g
FRC^H,FIRST REPUBLIC BANK,25.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^h
FFA,First Trust,15.37,306987530.7,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/ffa
FMY,First Trust,14.13,59531314.95,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/fmy
FDEU,First Trust Dynamic Europe Equity Income Fund,18.04,310863620.3,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/fdeu
FIF,First Trust Energy Infrastructure Fund,18,315904248,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/fif
FSD,First Trust High Income Long Short Fund,16.3,488138659.1,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/fsd
FPF,First Trust Intermediate Duration Preferred & Income Fund,24.7,1500920126,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/fpf
FEI           ,First Trust MLP and Energy Income Fund,14.14,645105713.3,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/fei
FPL,First Trust New Opportunities MLP & Energy Fund,11.42,278785165.6,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/fpl
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,9.18,328900516.7,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/fiv
FCT,First Trust Senior Floating Rate Income Fund II,12.85,343056218.7,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/fct
FGB,First Trust Specialty Finance and Financial Opportunities Fund,6.5131,93402784.42,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/fgb
FHY,First Trust Strategic High Income Fund II,12.85,89567404.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhy
FEO,First Trust/Aberdeen Emerging Opportunity Fund,15.81,81690902.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/feo
FAM,First Trust/Aberdeen Global Opportunity Income Fund,11.18,144784767.7,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/fam
FE,FirstEnergy Corporation,34.65,15414329804,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/fe
FIT,"Fitbit, Inc.",6.23,1475138223,n/a,2015,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/fit
OAKS,Five Oaks Investment Corp.,4.14,91656528.12,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/oaks
OAKS^A,Five Oaks Investment Corp.,25.2,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oaks^a
FPH,"Five Point Holdings, LLC",13.84,862775759.8,n/a,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/fph
FBC,"Flagstar Bancorp, Inc.",35.87,2051101696,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fbc
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,26.5,507736210.5,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dfp
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated,15.5,173178787.5,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/pfd
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,12.04,150642445.2,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/pfo
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,20.74,916944228.6,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ffc
FLC,Flaherty & Crumrine Total Return Fund Inc,21.26,211709291,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/flc
FLT,"FleetCor Technologies, Inc.",178.69,16003617208,n/a,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/flt
FND,"Floor & Decor Holdings, Inc.",38.45,3640644748,n/a,2017,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fnd
FTK,"Flotek Industries, Inc.",4.73,268786123.9,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ftk
FLO,"Flowers Foods, Inc.",19.78,4146080479,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/flo
FLS,Flowserve Corporation,39.21,5122199017,n/a,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/fls
FLR,Fluor Corporation,46.7,6532174829,n/a,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/flr
FLY,Fly Leasing Limited,13.45,385986822.3,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/fly
FMC,FMC Corporation,92.94,12478290019,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/fmc
FMX,Fomento Economico Mexicano S.A.B. de C.V.,87.57,31334527446,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fmx
FL,"Foot Locker, Inc.",40.82,5061580726,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fl
F,Ford Motor Company,12.01,47707349326,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/f
FELP,Foresight Energy LP,4.25,606046515,n/a,2014,Energy,Coal Mining,http://www.nasdaq.com/symbol/felp
FCE.A,"Forest City Realty Trust, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fce.a
FOR,Forestar Group Inc,19.5,817809252,n/a,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/for
FTS,Fortis Inc.,37.21,15611350345,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/fts
FTV,Fortive Corporation,72.25,25111136088,n/a,2016,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ftv
FIG,Fortress Investment Group LLC,7.89,3066148412,n/a,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/fig
FTAI,Fortress Transportation and Infrastructure Investors LLC,18.1,1371468458,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/ftai
FSM,Fortuna Silver Mines Inc.,4.27,680906510.4,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fsm
FBHS,"Fortune Brands Home & Security, Inc.",64.76,9830618059,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/fbhs
FET,"Forum Energy Technologies, Inc.",13.25,1432280242,n/a,2012,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/fet
FBM,"Foundation Building Materials, Inc.",14.23,609974741.6,n/a,2017,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fbm
FCPT,"Four Corners Property Trust, Inc.",26.26,1607009245,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fcpt
FEDU,Four Seasons Education (Cayman) Inc.,9.95,237031108.9,n/a,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/fedu
FNV,Franco-Nevada Corporation,84.32,15660562362,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fnv
FC,Franklin Covey Company,20.15,276110593.9,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/fc
FSB,"Franklin Financial Network, Inc.",33.15,438095946.6,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/fsb
BEN,"Franklin Resources, Inc.",40.48,22422196771,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ben
FT,Franklin Universal Trust,7.24,181954912.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ft
FI,Frank&#39;s International N.V.,6.56,1463583626,n/a,2013,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/fi
FCX,"Freeport-McMoran, Inc.",13.86,20063606658,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fcx
FMS,Fresenius Medical Care Corporation,48.83,29977863215,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fms
FDP,"Fresh Del Monte Produce, Inc.",47.04,2339624293,n/a,1997,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/fdp
FRO,Frontline Ltd.,5.81,986592172.4,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/fro
FSIC,FS Investment Corporation,8.2,2014948411,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/fsic
FCN,"FTI Consulting, Inc.",41.51,1575580458,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/fcn
FF,FutureFuel Corp.,14.49,633816798.3,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ff
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",5.66,79689970,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gcv
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",26.7339,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gcv^b
GDV,Gabelli Dividend,21.95,1809391751,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/gdv
GDV^A,Gabelli Dividend,26.365,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdv^a
GDV^D,Gabelli Dividend,26.7367,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdv^d
GDV^G,Gabelli Dividend,25.2101,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdv^g
GAB,"Gabelli Equity Trust, Inc. (The)",6.06,1436370894,n/a,1986,n/a,n/a,http://www.nasdaq.com/symbol/gab
GAB^D,"Gabelli Equity Trust, Inc. (The)",26.2,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^d
GAB^G,"Gabelli Equity Trust, Inc. (The)",24.77,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^g
GAB^H,"Gabelli Equity Trust, Inc. (The)",25.0293,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^h
GAB^J,"Gabelli Equity Trust, Inc. (The)",25.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^j
GAB~,"Gabelli Equity Trust, Inc. (The)",0.057,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab~
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),12.25,95206730.5,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/ggz
GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),25.42,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggz^a
GGZ~,Gabelli Global Small and Mid Cap Value Trust (The),0.2598,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggz~
GGT,Gabelli Multi-Media Trust Inc. (The),8.51,206625370,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggt
